;article_name;authors;article_url;doi;volume_name;volumen_date;volume_url
88;Business cycle in an oligopolistic economy with entry and exit;['[Mazzoli, Marco]', '[Lombardini, Simone]'];https://www.sciencedirect.com/science/article/pii/S0164070421000409;https://doi.org/10.1016/j.jmacro.2021.103335;Volume 69 ;September 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/69/suppl/C
89;Transportation capital and its effects on the U.S. economy: A general equilibrium approach;['[Gallen, Trevor S.]', '[Winston, Clifford]'];https://www.sciencedirect.com/science/article/pii/S0164070421000392;https://doi.org/10.1016/j.jmacro.2021.103334;Volume 69 ;September 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/69/suppl/C
90;On the welfare implications of nominal GDP targeting;['[Chen, Huiying]'];https://www.sciencedirect.com/science/article/pii/S0164070421000410;https://doi.org/10.1016/j.jmacro.2021.103336;Volume 69 ;September 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/69/suppl/C
91;The impact of artificial intelligence on economic growth and welfare;['[Lu, Chia-Hui]'];https://www.sciencedirect.com/science/article/pii/S0164070421000458;https://doi.org/10.1016/j.jmacro.2021.103342;Volume 69 ;September 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/69/suppl/C
92;Optimal Loan Loss Provisions and Welfare;['[Tayler, William J.]', '[Zilberman, Roy]'];https://www.sciencedirect.com/science/article/pii/S0164070421000434;https://doi.org/10.1016/j.jmacro.2021.103338;Volume 69 ;September 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/69/suppl/C
93;Temporal disaggregation of business dynamics: New evidence for U.S. economy;['[Rossi, Lorenza]', '[Zanetti Chini, Emilio]'];https://www.sciencedirect.com/science/article/pii/S0164070421000422;https://doi.org/10.1016/j.jmacro.2021.103337;Volume 69 ;September 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/69/suppl/C
94;Cryptocurrencies and Cagan’s model of hyperinflation;['[Jermann, Urban J.]'];https://www.sciencedirect.com/science/article/pii/S0164070421000446;https://doi.org/10.1016/j.jmacro.2021.103340;Volume 69 ;September 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/69/suppl/C
95;Time-varying uncertainty and variance risk premium;['[Ruan, Xinfeng]', '[Zhang, Jin E.]'];https://www.sciencedirect.com/science/article/pii/S0164070421000471;https://doi.org/10.1016/j.jmacro.2021.103347;Volume 69 ;September 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/69/suppl/C
96;Uncertainty shocks, precautionary pricing, and optimal monetary policy;['[Cho, Daeha]', '[Han, Yoonshin]', '[Oh, Joonseok]', '[Rogantini Picco, Anna]'];https://www.sciencedirect.com/science/article/pii/S016407042100046X;https://doi.org/10.1016/j.jmacro.2021.103343;Volume 69 ;September 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/69/suppl/C
97;Unconditionally optimal Ramsey policy;['[Damjanovic, Tatiana]', '[Damjanovic, Vladislav]', '[Nolan, Charles]'];https://www.sciencedirect.com/science/article/pii/S0164070421000495;https://doi.org/10.1016/j.jmacro.2021.103346;Volume 69 ;September 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/69/suppl/C
98;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070421000318;https://doi.org/10.1016/S0164-0704(21)00031-8;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
99;How does population aging affect the effectiveness of fiscal stimulus over the business cycle?;['[Honda, Jiro]', '[Miyamoto, Hiroaki]'];https://www.sciencedirect.com/science/article/pii/S0164070421000021;https://doi.org/10.1016/j.jmacro.2021.103288;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
100;Labor productivity and technology heterogeneity;['[Walheer, Barnabé]'];https://www.sciencedirect.com/science/article/pii/S0164070421000033;https://doi.org/10.1016/j.jmacro.2021.103290;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
101;The macroeconomic costs of conflict;['[Novta, Natalija]', '[Pugacheva, Evgenia]'];https://www.sciencedirect.com/science/article/pii/S016407042100001X;https://doi.org/10.1016/j.jmacro.2021.103286;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
102;Policy Rules and Economic Performance;['[Nikolsko-Rzhevskyy, Alex]', '[Papell, David H.]', '[Prodan, Ruxandra]'];https://www.sciencedirect.com/science/article/pii/S0164070421000045;https://doi.org/10.1016/j.jmacro.2021.103291;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
103;Revisiting the process of aggregate growth recovery after a capital destruction;['[Alonso-Carrera, Jaime]', '[Bouché, Stéphane]', '[de Miguel, Carlos]'];https://www.sciencedirect.com/science/article/pii/S0164070421000069;https://doi.org/10.1016/j.jmacro.2021.103293;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
104;What is on the ECB’s mind? Monetary policy before and after the global financial crisis;['[Gross, Jonas]', '[Zahner, Johannes]'];https://www.sciencedirect.com/science/article/pii/S0164070421000057;https://doi.org/10.1016/j.jmacro.2021.103292;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
105;Macroeconomic uncertainty shocks and households’ consumption choice;['[Nam, Eun-Young]', '[Lee, Kiryoung]', '[Jeon, Yoontae]'];https://www.sciencedirect.com/science/article/pii/S0164070421000185;https://doi.org/10.1016/j.jmacro.2021.103306;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
106;Heterogeneous expectations, indeterminacy, and postwar US business cycles;['[Ilabaca, Francisco]', '[Milani, Fabio]'];https://www.sciencedirect.com/science/article/pii/S0164070421000197;https://doi.org/10.1016/j.jmacro.2021.103307;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
107;Currency returns and downside risk: Debt, volatility, and the gap from benchmark values;['[Cavusoglu, Nevin]', '[Goldberg, Michael D.]', '[Stillwagon, Josh]'];https://www.sciencedirect.com/science/article/pii/S0164070421000161;https://doi.org/10.1016/j.jmacro.2021.103304;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
108;The case against eliminating large denomination bills;['[Hendrickson, Joshua R.]', '[Park, Jaevin]'];https://www.sciencedirect.com/science/article/pii/S0164070421000203;https://doi.org/10.1016/j.jmacro.2021.103308;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
109;Real estate and relative risk aversion with generalized recursive preferences;['[Huh, Sungjun]', '[Kim, Insu]'];https://www.sciencedirect.com/science/article/pii/S0164070421000215;https://doi.org/10.1016/j.jmacro.2021.103310;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
110;Stabilizing Taylor rules and determinacy under unit root supply shocks: A re-examination;['[Sorge, Marco M.]'];https://www.sciencedirect.com/science/article/pii/S0164070421000227;https://doi.org/10.1016/j.jmacro.2021.103312;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
111;Dispersed consumption versus compressed output: Assessing the sectoral effects of a pandemic;['[Darougheh, Saman]'];https://www.sciencedirect.com/science/article/pii/S016407042100015X;https://doi.org/10.1016/j.jmacro.2021.103302;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
112;Central bank independence, fiscal deficits and currency union: Lessons from Africa;['[Strong, Christine]', '[Yayi, Constant]'];https://www.sciencedirect.com/science/article/pii/S0164070421000239;https://doi.org/10.1016/j.jmacro.2021.103313;Volume 68 ;June 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/68/suppl/C
113;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070421000100;https://doi.org/10.1016/S0164-0704(21)00010-0;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
114;The link between the federal funds rate and banking system distress: An empirical investigation;['[Akcay, Mustafa]', '[Elyasiani, Elyas]'];https://www.sciencedirect.com/science/article/pii/S0164070420301890;https://doi.org/10.1016/j.jmacro.2020.103265;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
115;Revisiting the inflation perception conundrum;['[Abildgren, Kim]', '[Kuchler, Andreas]'];https://www.sciencedirect.com/science/article/pii/S0164070420301889;https://doi.org/10.1016/j.jmacro.2020.103264;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
116;The role of macroeconomic and policy uncertainty in density forecast dispersion;['[Li, You]', '[Tay, Anthony]'];https://www.sciencedirect.com/science/article/pii/S0164070420301907;https://doi.org/10.1016/j.jmacro.2020.103266;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
117;The Impact of Aging and Automation on the Macroeconomy and Inequality;['[Stähler, Nikolai]'];https://www.sciencedirect.com/science/article/pii/S0164070420302020;https://doi.org/10.1016/j.jmacro.2020.103278;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
118;Financial market effects of FOMC projections;['[Couture, Cody]'];https://www.sciencedirect.com/science/article/pii/S0164070420302019;https://doi.org/10.1016/j.jmacro.2020.103279;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
119;Long-term implications of oil discoveries for international saving in a DSGE model;['[Yukhov, Alexey]'];https://www.sciencedirect.com/science/article/pii/S0164070420301919;https://doi.org/10.1016/j.jmacro.2020.103267;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
120;Sovereign Risk, Public Investment and the Fiscal Policy Stance;['[Cusato Novelli, Antonio]', '[Barcia, Giancarlo]'];https://www.sciencedirect.com/science/article/pii/S0164070420301877;https://doi.org/10.1016/j.jmacro.2020.103263;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
121;Inflation and Exchange Rate Targeting Challenges Under Fiscal Dominance;['[Ahmed, Rashad]', '[Aizenman, Joshua]', '[Jinjarak, Yothin]'];https://www.sciencedirect.com/science/article/pii/S0164070420302044;https://doi.org/10.1016/j.jmacro.2020.103281;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
122;Improving estimates of job matching efficiency with different measures of unemployment;['[Crawley, Andrew]', '[Welch, Sarah]', '[Yung, Julieta]'];https://www.sciencedirect.com/science/article/pii/S0164070420302032;https://doi.org/10.1016/j.jmacro.2020.103282;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
123;American business cycles 1889–1913: An accounting approach;['[Jiang, Dou]', '[Weder, Mark]'];https://www.sciencedirect.com/science/article/pii/S0164070420302068;https://doi.org/10.1016/j.jmacro.2020.103285;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
124;Unconventional monetary policy announcements and information shocks in the U.S.;['[Breitenlechner, Max]', '[Gründler, Daniel]', '[Scharler, Johann]'];https://www.sciencedirect.com/science/article/pii/S0164070420302056;https://doi.org/10.1016/j.jmacro.2020.103283;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
125;The Cost of Foreign Exchange Intervention: Concepts and Measurement;['[Adler, Gustavo]', '[Mano, Rui C.]'];https://www.sciencedirect.com/science/article/pii/S0164070418300387;https://doi.org/10.1016/j.jmacro.2018.07.001;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
126;Productivity propagation with networks transformation;['[Nakano, Satoshi]', '[Nishimura, Kazuhiko]'];https://www.sciencedirect.com/science/article/pii/S0164070420301427;https://doi.org/10.1016/j.jmacro.2020.103216;Volume 67 ;March 2021;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/67/suppl/C
127;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070420301956;https://doi.org/10.1016/S0164-0704(20)30195-6;Volume 66 ;December 2020;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/66/suppl/C
128;The welfare implications of exchange rate choices in developing agricultural economies;['[Iyer, Tara]'];https://www.sciencedirect.com/science/article/pii/S0164070420301592;https://doi.org/10.1016/j.jmacro.2020.103233;Volume 66 ;December 2020;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/66/suppl/C
129;Learning, parameter variability, and swings in US macroeconomic dynamics;['[Aguirre, Idoia]', '[Vázquez, Jesús]'];https://www.sciencedirect.com/science/article/pii/S016407042030166X;https://doi.org/10.1016/j.jmacro.2020.103240;Volume 66 ;December 2020;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/66/suppl/C
130;The tale of two international phenomena: Migration and global imbalances;['[Coulibaly, Dramane]', '[Gnimassoun, Blaise]', '[Mignon, Valérie]'];https://www.sciencedirect.com/science/article/pii/S0164070420301671;https://doi.org/10.1016/j.jmacro.2020.103241;Volume 66 ;December 2020;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/66/suppl/C
131;Variable mismeasurement in a class of DSGE models: Comment;['[Fair, Ray C.]'];https://www.sciencedirect.com/science/article/pii/S0164070420301683;https://doi.org/10.1016/j.jmacro.2020.103242;Volume 66 ;December 2020;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/66/suppl/C
132;Striking a balance: Optimal tax policy with labor market duality;['[Mbara, Gilbert]', '[Tyrowicz, Joanna]', '[Kokoszczynski, Ryszard]'];https://www.sciencedirect.com/science/article/pii/S0164070420301713;https://doi.org/10.1016/j.jmacro.2020.103245;Volume 66 ;December 2020;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/66/suppl/C
133;Financial globalization and its consequences for productive government expenditure;['[Erauskin, Iñaki]', '[Turnovsky, Stephen J.]'];https://www.sciencedirect.com/science/article/pii/S0164070420301701;https://doi.org/10.1016/j.jmacro.2020.103244;Volume 66 ;December 2020;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/66/suppl/C
134;Search, shirking and labor market volatility;['[Martin, Christopher]', '[Wang, Bingsong]'];https://www.sciencedirect.com/science/article/pii/S0164070420301695;https://doi.org/10.1016/j.jmacro.2020.103243;Volume 66 ;December 2020;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/66/suppl/C
135;Gender differences in the volatility of work hours and labor demand;['[Guisinger, Amy Y.]'];https://www.sciencedirect.com/science/article/pii/S0164070420301798;https://doi.org/10.1016/j.jmacro.2020.103254;Volume 66 ;December 2020;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/66/suppl/C
136;Capital-skill complementarity and biased technical change across US sectors;['[Perez-Laborda, Alejandro]', '[Perez-Sebastian, Fidel]'];https://www.sciencedirect.com/science/article/pii/S0164070420301804;https://doi.org/10.1016/j.jmacro.2020.103255;Volume 66 ;December 2020;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/66/suppl/C
